order_id,payment_id,type,descriptions,pDate,Status,Details,Total_Invoice,Due_Amount
OD00010275,py00034729,card transaction,Pay Second,15/06/2021,not received,,5040,2520
OD00010276,py00024842,card transaction,Pay Second,25/03/2017,not received,,4050,2025
OD00010276,py00034730,cash transaction,Pay Second,15/06/2021,not received,,4050,2025
OD00010277,py00034731,card transaction,Pay Second,15/06/2021,not received,,2812,1406
OD00010277,py00024843,online,Pay Second,25/03/2017,not received,,2812,1406
OD00010278,py00024844,cash transaction,Pay Second,25/03/2017,not received,,8070,4035
OD00010278,py00034733,cheque,Pay Second,15/06/2021,not received,,8070,4035
OD00010279,py00034735,cash transaction,Pay Second,15/06/2021,not received,,294,147
OD00010279,py00024846,online,Pay Second,25/03/2017,not received,,294,147
OD00010280,py00034738,cash transaction,Pay Second,15/06/2021,not received,,792,396
OD00010280,py00005279,card transaction,initial payments,26/03/2017,received,,792,396
OD00010281,py00034739,cash transaction,Pay Second,15/06/2021,not received,,1400,700
OD00010281,py00005280,online,initial payments,26/03/2017,received,bank transfer,1400,700
OD00010282,py00005281,cheque,initial payments,26/03/2017,received,,4008,2004
OD00010282,py00054318,card transaction,Pay Third,16/06/2021,received,,4008,2004
OD00010283,py00005282,cheque,initial payments,26/03/2017,received,,7212,3606
OD00010283,py00034743,card transaction,Pay Second,16/06/2021,received,,7212,3606
OD00010284,py00005283,cheque,initial payments,26/03/2017,received,,5709,2854.5
OD00010284,py00034746,cash transaction,Pay Second,16/06/2021,received,,5709,2854.5
OD00010285,py00034747,cash transaction,Pay Second,16/06/2021,received,,2520,1260
OD00010285,py00005284,online,initial payments,26/03/2017,received,bank transfer,2520,1260
OD00010286,py00034750,cheque,Pay Second,16/06/2021,received,,2430,1215
OD00010286,py00005285,cash transaction,initial payments,26/03/2017,received,,2430,1215
OD00010287,py00005286,cash transaction,initial payments,26/03/2017,received,,7030,3515
OD00010287,py00015167,cash transaction,initial payments,16/06/2021,received,,7030,3515
OD00010288,py00005287,online,initial payments,26/03/2017,received,bank transfer,6456,3228
OD00010288,py00015168,cash transaction,initial payments,16/06/2021,received,,6456,3228
OD00010289,py00015169,cheque,initial payments,16/06/2021,received,,784,392
OD00010289,py00063986,online,Pay Fourth,26/03/2017,not received,,784,392
OD00010290,py00063987,online,Pay Fourth,26/03/2017,not received,,495,247.5
OD00010290,py00034741,card transaction,Pay Second,16/06/2021,not received,,495,247.5
OD00010291,py00034742,cash transaction,Pay Second,16/06/2021,not received,,3500,1750
OD00010291,py00044414,online,Pay Third,26/03/2017,not received,,3500,1750
OD00010292,py00034744,cash transaction,Pay Second,16/06/2021,not received,,2505,1252.5
OD00010292,py00044416,online,Pay Third,26/03/2017,not received,,2505,1252.5
OD00010293,py00034749,card transaction,Pay Second,16/06/2021,not received,,8414,4207
OD00010293,py00044417,online,Pay Third,26/03/2017,not received,,8414,4207
OD00010294,py00034751,card transaction,Pay Second,16/06/2021,not received,,17127,8563.5
OD00010294,py00024847,cheque,Pay Second,26/03/2017,not received,,17127,8563.5
OD00010295,py00024848,cheque,Pay Second,26/03/2017,not received,,2520,1260
OD00010295,py00034752,card transaction,Pay Second,16/06/2021,not received,,2520,1260
OD00010296,py00005288,cheque,initial payments,27/03/2017,received,,2430,1215
OD00010296,py00034753,cheque,Pay Second,16/06/2021,not received,,2430,1215
OD00010297,py00054324,card transaction,Pay Third,17/06/2021,received,,9842,4921
OD00010297,py00005289,card transaction,initial payments,27/03/2017,received,,9842,4921
OD00010298,py00005290,cash transaction,initial payments,27/03/2017,received,,4035,2017.5
OD00010298,py00054322,cheque,Pay Third,17/06/2021,not received,,4035,2017.5
OD00010299,py00005291,card transaction,initial payments,27/03/2017,received,,196,98
OD00010299,py00054323,cheque,Pay Third,17/06/2021,not received,,196,98
OD00010300,py00005292,cash transaction,initial payments,27/03/2017,received,,693,346.5
OD00010300,py00034754,cash transaction,Pay Second,17/06/2021,not received,,693,346.5
OD00010301,py00034756,cash transaction,Pay Second,17/06/2021,not received,,2800,1400
OD00010301,py00063996,online,Pay Fourth,27/03/2017,not received,,2800,1400
OD00010302,py00024852,cheque,Pay Second,27/03/2017,not received,,2004,1002
OD00010302,py00034757,card transaction,Pay Second,17/06/2021,not received,,2004,1002
OD00010303,py00034759,cash transaction,Pay Second,17/06/2021,not received,,9616,4808
OD00010303,py00024853,cheque,Pay Second,27/03/2017,not received,,9616,4808
OD00010304,py00024854,cash transaction,Pay Second,27/03/2017,not received,,9515,4757.5
OD00010304,py00034760,cash transaction,Pay Second,17/06/2021,not received,,9515,4757.5
OD00010305,py00015171,online,initial payments,17/06/2021,not received,bank transfer,2016,1008
OD00010305,py00024855,cheque,Pay Second,27/03/2017,not received,,2016,1008
OD00010306,py00034763,cheque,Pay Second,18/06/2021,received,,3240,1620
OD00010306,py00024856,online,Pay Second,27/03/2017,not received,,3240,1620
OD00010307,py00015173,cheque,initial payments,18/06/2021,received,,2812,1406
OD00010307,py00005293,cheque,initial payments,28/03/2017,received,,2812,1406
OD00010308,py00005294,card transaction,initial payments,28/03/2017,received,,4842,2421
OD00010308,py00015175,cash transaction,initial payments,18/06/2021,received,,4842,2421
OD00010309,py00005295,online,initial payments,28/03/2017,received,bank transfer,686,343
OD00010309,py00015176,card transaction,initial payments,18/06/2021,received,,686,343
OD00010310,py00015177,card transaction,initial payments,18/06/2021,received,,693,346.5
OD00010310,py00005296,cash transaction,initial payments,28/03/2017,received,,693,346.5
OD00010311,py00063997,online,Pay Fourth,28/03/2017,not received,,2100,1050
OD00010311,py00015178,cheque,initial payments,18/06/2021,received,,2100,1050
OD00010312,py00024858,cheque,Pay Second,28/03/2017,not received,,3006,1503
OD00010312,py00015179,cash transaction,initial payments,18/06/2021,received,,3006,1503
OD00010313,py00054326,card transaction,Pay Third,18/06/2021,not received,,8414,4207
OD00010313,py00024859,online,Pay Second,28/03/2017,not received,,8414,4207
OD00010314,py00024861,card transaction,Pay Second,28/03/2017,not received,,3806,1903
OD00010314,py00034761,cash transaction,Pay Second,18/06/2021,not received,,3806,1903
OD00010315,py00015174,online,initial payments,18/06/2021,not received,bank transfer,4032,2016
OD00010315,py00005297,cash transaction,initial payments,29/03/2017,received,,4032,2016
OD00010316,py00015180,cash transaction,initial payments,19/06/2021,received,,3645,1822.5
OD00010316,py00005298,cash transaction,initial payments,29/03/2017,received,,3645,1822.5
OD00010317,py00015181,cash transaction,initial payments,19/06/2021,received,,7030,3515
OD00010317,py00005299,card transaction,initial payments,29/03/2017,received,,7030,3515
OD00010318,py00005300,card transaction,initial payments,29/03/2017,received,,3228,1614
OD00010318,py00015182,card transaction,initial payments,19/06/2021,received,,3228,1614
OD00010319,py00005301,online,initial payments,29/03/2017,received,bank transfer,490,245
OD00010319,py00015183,card transaction,initial payments,19/06/2021,received,,490,245
OD00010320,py00054329,cash transaction,Pay Third,19/06/2021,not received,,693,346.5
OD00010320,py00005302,cash transaction,initial payments,29/03/2017,received,,693,346.5
OD00010321,py00005303,card transaction,initial payments,29/03/2017,received,,4200,2100
OD00010321,py00034764,card transaction,Pay Second,19/06/2021,not received,,4200,2100
OD00010322,py00034765,cheque,Pay Second,19/06/2021,not received,,2004,1002
OD00010322,py00005304,cash transaction,initial payments,29/03/2017,received,,2004,1002
OD00010323,py00034768,card transaction,Pay Second,19/06/2021,not received,,7212,3606
OD00010323,py00044436,online,Pay Third,29/03/2017,not received,,7212,3606
OD00010324,py00024866,card transaction,Pay Second,29/03/2017,not received,,11418,5709
OD00010324,py00054340,cheque,Pay Third,20/06/2021,received,,11418,5709
OD00010325,py00024867,online,Pay Second,29/03/2017,not received,,3528,1764
OD00010325,py00034770,card transaction,Pay Second,20/06/2021,received,,3528,1764
OD00010326,py00024868,online,Pay Second,29/03/2017,not received,,2025,1012.5
OD00010326,py00034771,cheque,Pay Second,20/06/2021,received,,2025,1012.5
OD00010327,py00024869,online,Pay Second,29/03/2017,not received,,4218,2109
OD00010327,py00015185,cash transaction,initial payments,20/06/2021,received,,4218,2109
OD00010328,py00024872,card transaction,Pay Second,29/03/2017,not received,,6456,3228
OD00010328,py00015186,card transaction,initial payments,20/06/2021,received,,6456,3228
OD00010329,py00005305,online,initial payments,30/03/2017,received,bank transfer,980,490
OD00010329,py00015187,card transaction,initial payments,20/06/2021,received,,980,490
OD00010330,py00005306,cheque,initial payments,30/03/2017,received,,594,297
OD00010330,py00015188,card transaction,initial payments,20/06/2021,received,,594,297
OD00010331,py00015189,cash transaction,initial payments,20/06/2021,received,,6300,3150
OD00010331,py00005307,online,initial payments,30/03/2017,received,bank transfer,6300,3150
OD00010332,py00015190,card transaction,initial payments,20/06/2021,received,,3006,1503
OD00010332,py00005308,card transaction,initial payments,30/03/2017,received,,3006,1503
OD00010333,py00015192,cheque,initial payments,20/06/2021,received,,4808,2404
OD00010333,py00005309,card transaction,initial payments,30/03/2017,received,,4808,2404
OD00010334,py00015193,card transaction,initial payments,20/06/2021,received,,7612,3806
OD00010334,py00005310,card transaction,initial payments,30/03/2017,received,,7612,3806
OD00010335,py00044440,online,Pay Third,30/03/2017,not received,,2016,1008
OD00010335,py00054338,card transaction,Pay Third,20/06/2021,not received,,2016,1008
OD00010336,py00054339,card transaction,Pay Third,20/06/2021,not received,,1215,607.5
OD00010336,py00044444,online,Pay Third,30/03/2017,not received,,1215,607.5
OD00010337,py00034769,cheque,Pay Second,20/06/2021,not received,,9842,4921
OD00010337,py00024873,online,Pay Second,30/03/2017,not received,,9842,4921
OD00010338,py00034772,card transaction,Pay Second,20/06/2021,not received,,5649,2824.5
OD00010338,py00024874,cash transaction,Pay Second,30/03/2017,not received,,5649,2824.5
OD00010339,py00024875,online,Pay Second,30/03/2017,not received,,588,294
OD00010339,py00015191,online,initial payments,20/06/2021,not received,bank transfer,588,294
OD00010340,py00024876,cash transaction,Pay Second,30/03/2017,not received,,792,396
OD00010340,py00034773,cheque,Pay Second,21/06/2021,received,,792,396
OD00010341,py00005311,cheque,initial payments,31/03/2017,received,,6300,3150
OD00010341,py00015194,cash transaction,initial payments,21/06/2021,received,,6300,3150
OD00010342,py00005312,cheque,initial payments,31/03/2017,received,,1002,501
OD00010342,py00015195,card transaction,initial payments,21/06/2021,received,,1002,501
OD00010343,py00015197,cash transaction,initial payments,21/06/2021,received,,6010,3005
OD00010343,py00005313,cash transaction,initial payments,31/03/2017,received,,6010,3005
OD00010344,py00005314,cheque,initial payments,31/03/2017,received,,13321,6660.5
OD00010344,py00015198,cash transaction,initial payments,21/06/2021,received,,13321,6660.5
OD00010345,py00005315,card transaction,initial payments,31/03/2017,received,,2016,1008
OD00010345,py00015199,cheque,initial payments,21/06/2021,received,,2016,1008
OD00010346,py00005316,cash transaction,initial payments,31/03/2017,received,,3645,1822.5
OD00010346,py00054341,cash transaction,Pay Third,21/06/2021,not received,,3645,1822.5
OD00010347,py00005317,cash transaction,initial payments,31/03/2017,received,,7030,3515
OD00010347,py00054342,cheque,Pay Third,21/06/2021,not received,,7030,3515
OD00010348,py00005318,cheque,initial payments,31/03/2017,received,,4842,2421
OD00010348,py00034774,cash transaction,Pay Second,21/06/2021,not received,,4842,2421
OD00010349,py00034776,card transaction,Pay Second,21/06/2021,not received,,882,441
OD00010349,py00005319,card transaction,initial payments,31/03/2017,received,,882,441
OD00010350,py00034777,cash transaction,Pay Second,21/06/2021,not received,,891,445.5
OD00010350,py00064016,online,Pay Fourth,31/03/2017,not received,,891,445.5
OD00010351,py00054352,cheque,Pay Third,22/06/2021,received,,4200,2100
OD00010351,py00024879,cheque,Pay Second,31/03/2017,not received,,4200,2100
OD00010352,py00015200,cash transaction,initial payments,22/06/2021,received,,3006,1503
OD00010352,py00024880,online,Pay Second,31/03/2017,not received,,3006,1503
OD00010353,py00024882,online,Pay Second,31/03/2017,not received,,4808,2404
OD00010353,py00015201,cheque,initial payments,22/06/2021,received,,4808,2404
OD00010354,py00024883,online,Pay Second,31/03/2017,not received,,11418,5709
OD00010354,py00015202,cash transaction,initial payments,22/06/2021,received,,11418,5709
OD00010355,py00015203,card transaction,initial payments,22/06/2021,received,,2520,1260
OD00010355,py00005320,card transaction,initial payments,01/04/2017,received,,2520,1260
OD00010356,py00005321,card transaction,initial payments,01/04/2017,received,,2430,1215
OD00010356,py00015204,cheque,initial payments,22/06/2021,received,,2430,1215
OD00010357,py00005322,card transaction,initial payments,01/04/2017,received,,7030,3515
OD00010357,py00015206,cash transaction,initial payments,22/06/2021,received,,7030,3515
OD00010358,py00015207,card transaction,initial payments,22/06/2021,received,,5649,2824.5
OD00010358,py00005323,online,initial payments,01/04/2017,received,bank transfer,5649,2824.5
OD00010359,py00054346,cash transaction,Pay Third,22/06/2021,not received,,196,98
OD00010359,py00005324,cash transaction,initial payments,01/04/2017,received,,196,98
OD00010360,py00054349,card transaction,Pay Third,22/06/2021,not received,,594,297
OD00010360,py00005325,card transaction,initial payments,01/04/2017,received,,594,297
OD00010361,py00005326,cash transaction,initial payments,01/04/2017,received,,4200,2100
OD00010361,py00054351,card transaction,Pay Third,22/06/2021,not received,,4200,2100
OD00010362,py00034778,card transaction,Pay Second,22/06/2021,not received,,4008,2004
OD00010362,py00005327,cash transaction,initial payments,01/04/2017,received,,4008,2004
OD00010363,py00034779,cheque,Pay Second,22/06/2021,not received,,9616,4808
OD00010363,py00044453,online,Pay Third,01/04/2017,not received,,9616,4808
OD00010364,py00034780,cash transaction,Pay Second,22/06/2021,not received,,15224,7612
OD00010364,py00024884,card transaction,Pay Second,01/04/2017,not received,,15224,7612
OD00010365,py00015205,online,initial payments,22/06/2021,not received,bank transfer,3024,1512
OD00010365,py00024886,online,Pay Second,01/04/2017,not received,,3024,1512
OD00010366,py00034781,card transaction,Pay Second,23/06/2021,received,,2835,1417.5
OD00010366,py00005328,card transaction,initial payments,02/04/2017,received,,2835,1417.5
OD00010367,py00005329,cheque,initial payments,02/04/2017,received,,5624,2812
OD00010367,py00034782,card transaction,Pay Second,23/06/2021,received,,5624,2812
OD00010368,py00034783,cash transaction,Pay Second,23/06/2021,received,,2421,1210.5
OD00010368,py00005330,card transaction,initial payments,02/04/2017,received,,2421,1210.5
OD00010369,py00015210,cheque,initial payments,23/06/2021,received,,294,147
OD00010369,py00005331,cash transaction,initial payments,02/04/2017,received,,294,147
OD00010370,py00015211,cash transaction,initial payments,23/06/2021,received,,594,297
OD00010370,py00005332,cash transaction,initial payments,02/04/2017,received,,594,297
OD00010371,py00015212,cash transaction,initial payments,23/06/2021,received,,6300,3150
OD00010371,py00005333,cash transaction,initial payments,02/04/2017,received,,6300,3150
OD00010372,py00015213,cheque,initial payments,23/06/2021,received,,3006,1503
OD00010372,py00005334,cheque,initial payments,02/04/2017,received,,3006,1503
OD00010373,py00015214,card transaction,initial payments,23/06/2021,received,,6010,3005
OD00010373,py00024888,cash transaction,Pay Second,02/04/2017,not received,,6010,3005
OD00010374,py00024889,cheque,Pay Second,02/04/2017,not received,,15224,7612
OD00010374,py00054353,cheque,Pay Third,23/06/2021,not received,,15224,7612
OD00010375,py00054357,cheque,Pay Third,23/06/2021,not received,,3024,1512
OD00010375,py00005335,cash transaction,initial payments,03/04/2017,received,,3024,1512
OD00010376,py00034784,cheque,Pay Second,23/06/2021,not received,,2025,1012.5
OD00010376,py00005336,card transaction,initial payments,03/04/2017,received,,2025,1012.5
OD00010377,py00034790,cash transaction,Pay Second,24/06/2021,received,,8436,4218
OD00010377,py00005337,cheque,initial payments,03/04/2017,received,,8436,4218
OD00010378,py00015215,cash transaction,initial payments,24/06/2021,received,,4035,2017.5
OD00010378,py00005338,cheque,initial payments,03/04/2017,received,,4035,2017.5
OD00010379,py00015217,card transaction,initial payments,24/06/2021,received,,588,294
OD00010379,py00005339,cheque,initial payments,03/04/2017,received,,588,294
OD00010380,py00005340,cash transaction,initial payments,03/04/2017,received,,297,148.5
OD00010380,py00015218,cheque,initial payments,24/06/2021,received,,297,148.5
OD00010381,py00005341,cash transaction,initial payments,03/04/2017,received,,4200,2100
OD00010381,py00054361,cheque,Pay Third,24/06/2021,not received,,4200,2100
OD00010382,py00005342,card transaction,initial payments,03/04/2017,received,,3006,1503
OD00010382,py00034786,card transaction,Pay Second,24/06/2021,not received,,3006,1503
OD00010383,py00005343,cheque,initial payments,03/04/2017,received,,4808,2404
OD00010383,py00034787,cash transaction,Pay Second,24/06/2021,not received,,4808,2404
OD00010384,py00005344,cash transaction,initial payments,03/04/2017,received,,13321,6660.5
OD00010384,py00034788,online,Pay Second,24/06/2021,not received,,13321,6660.5
OD00010385,py00034791,card transaction,Pay Second,24/06/2021,not received,,1512,756
OD00010385,py00005345,online,initial payments,03/04/2017,received,bank transfer,1512,756
OD00010386,py00034792,cheque,Pay Second,24/06/2021,not received,,2430,1215
OD00010386,py00005346,online,initial payments,03/04/2017,received,bank transfer,2430,1215
OD00010387,py00044463,online,Pay Third,03/04/2017,not received,,5624,2812
OD00010387,py00034793,cash transaction,Pay Second,24/06/2021,not received,,5624,2812
OD00010388,py00044464,online,Pay Third,03/04/2017,not received,,6456,3228
OD00010388,py00034795,cash transaction,Pay Second,25/06/2021,received,,6456,3228
OD00010389,py00015221,card transaction,initial payments,25/06/2021,received,,686,343
OD00010389,py00024890,online,Pay Second,03/04/2017,not received,,686,343
OD00010390,py00024891,cheque,Pay Second,03/04/2017,not received,,792,396
OD00010390,py00015222,card transaction,initial payments,25/06/2021,received,,792,396
OD00010391,py00054362,card transaction,Pay Third,25/06/2021,not received,,2100,1050
OD00010391,py00024892,cash transaction,Pay Second,03/04/2017,not received,,2100,1050
OD00010392,py00024893,cash transaction,Pay Second,03/04/2017,not received,,3006,1503
OD00010392,py00054363,cash transaction,Pay Third,25/06/2021,not received,,3006,1503
OD00010393,py00034794,online,Pay Second,25/06/2021,not received,,10818,5409
OD00010393,py00024895,cash transaction,Pay Second,03/04/2017,not received,,10818,5409
OD00010394,py00034797,cheque,Pay Second,25/06/2021,not received,,13321,6660.5
OD00010394,py00024896,cheque,Pay Second,03/04/2017,not received,,13321,6660.5
OD00010395,py00005347,cash transaction,initial payments,04/04/2017,received,,3024,1512
OD00010395,py00034798,cheque,Pay Second,25/06/2021,not received,,3024,1512
OD00010396,py00005348,cheque,initial payments,04/04/2017,received,,3240,1620
OD00010396,py00034799,cash transaction,Pay Second,25/06/2021,not received,,3240,1620
OD00010397,py00034800,cash transaction,Pay Second,25/06/2021,not received,,7030,3515
OD00010397,py00005349,online,initial payments,04/04/2017,received,bank transfer,7030,3515
OD00010398,py00034801,cash transaction,Pay Second,25/06/2021,not received,,3228,1614
OD00010398,py00005350,cash transaction,initial payments,04/04/2017,received,,3228,1614
OD00010399,py00005351,cheque,initial payments,04/04/2017,received,,686,343
OD00010399,py00054365,cheque,Pay Third,26/06/2021,received,,686,343
OD00010400,py00015224,cash transaction,initial payments,26/06/2021,received,,198,99
OD00010400,py00024898,online,Pay Second,04/04/2017,not received,,198,99
OD00010401,py00024900,card transaction,Pay Second,04/04/2017,not received,,3500,1750
OD00010401,py00015227,cheque,initial payments,26/06/2021,received,,3500,1750
OD00010402,py00054364,cash transaction,Pay Third,26/06/2021,not received,,4008,2004
OD00010402,py00024901,cash transaction,Pay Second,04/04/2017,not received,,4008,2004
OD00010403,py00054366,cash transaction,Pay Third,26/06/2021,not received,,9616,4808
OD00010403,py00024902,cash transaction,Pay Second,04/04/2017,not received,,9616,4808
OD00010404,py00015226,online,initial payments,26/06/2021,not received,bank transfer,7612,3806
OD00010404,py00005352,cash transaction,initial payments,05/04/2017,received,,7612,3806
OD00010405,py00005353,online,initial payments,05/04/2017,received,bank transfer,4032,2016
OD00010405,py00015229,card transaction,initial payments,27/06/2021,received,,4032,2016
OD00010406,py00005354,cash transaction,initial payments,05/04/2017,received,,2025,1012.5
OD00010406,py00015231,card transaction,initial payments,27/06/2021,received,,2025,1012.5
OD00010407,py00015232,card transaction,initial payments,27/06/2021,received,,8436,4218
OD00010407,py00005355,cheque,initial payments,05/04/2017,received,,8436,4218
OD00010408,py00005356,cheque,initial payments,05/04/2017,received,,8070,4035
OD00010408,py00015234,card transaction,initial payments,27/06/2021,received,,8070,4035
OD00010409,py00005357,card transaction,initial payments,05/04/2017,received,,490,245
OD00010409,py00015235,cheque,initial payments,27/06/2021,received,,490,245
OD00010410,py00054371,cash transaction,Pay Third,27/06/2021,not received,,396,198
OD00010410,py00005358,cash transaction,initial payments,05/04/2017,received,,396,198
OD00010411,py00005359,cheque,initial payments,05/04/2017,received,,3500,1750
OD00010411,py00054372,cheque,Pay Third,27/06/2021,not received,,3500,1750
OD00010412,py00034803,cheque,Pay Second,27/06/2021,not received,,1503,751.5
OD00010412,py00005360,card transaction,initial payments,05/04/2017,received,,1503,751.5
OD00010413,py00034804,cheque,Pay Second,27/06/2021,not received,,7212,3606
OD00010413,py00005361,online,initial payments,05/04/2017,received,bank transfer,7212,3606
OD00010414,py00005362,card transaction,initial payments,05/04/2017,received,,7612,3806
OD00010414,py00034805,cash transaction,Pay Second,27/06/2021,not received,,7612,3806
OD00010415,py00064042,online,Pay Fourth,05/04/2017,not received,,3024,1512
OD00010415,py00034806,cash transaction,Pay Second,27/06/2021,not received,,3024,1512
OD00010416,py00044478,online,Pay Third,05/04/2017,not received,,3240,1620
OD00010416,py00015230,online,initial payments,27/06/2021,not received,bank transfer,3240,1620
OD00010417,py00015233,online,initial payments,27/06/2021,not received,bank transfer,7030,3515
OD00010417,py00024904,cheque,Pay Second,05/04/2017,not received,,7030,3515
OD00010418,py00034807,card transaction,Pay Second,28/06/2021,received,,4842,2421
OD00010418,py00024905,cash transaction,Pay Second,05/04/2017,not received,,4842,2421
OD00010419,py00034812,cash transaction,Pay Second,28/06/2021,received,,588,294
OD00010419,py00024907,cash transaction,Pay Second,05/04/2017,not received,,588,294
OD00010420,py00015237,card transaction,initial payments,28/06/2021,received,,495,247.5
OD00010420,py00024908,card transaction,Pay Second,05/04/2017,not received,,495,247.5
OD00010421,py00054375,cash transaction,Pay Third,28/06/2021,not received,,5600,2800
OD00010421,py00024909,online,Pay Second,05/04/2017,not received,,5600,2800
OD00010422,py00054376,card transaction,Pay Third,28/06/2021,not received,,2004,1002
OD00010422,py00024910,online,Pay Second,05/04/2017,not received,,2004,1002
OD00010423,py00054377,cash transaction,Pay Third,28/06/2021,not received,,6010,3005
OD00010423,py00024911,card transaction,Pay Second,05/04/2017,not received,,6010,3005
OD00010424,py00024912,online,Pay Second,05/04/2017,not received,,9515,4757.5
OD00010424,py00034808,cheque,Pay Second,28/06/2021,not received,,9515,4757.5
OD00010425,py00034809,cash transaction,Pay Second,28/06/2021,not received,,3528,1764
OD00010425,py00024913,online,Pay Second,05/04/2017,not received,,3528,1764
OD00010426,py00034810,cash transaction,Pay Second,28/06/2021,not received,,2430,1215
OD00010426,py00005363,card transaction,initial payments,06/04/2017,received,,2430,1215
OD00010427,py00034811,card transaction,Pay Second,28/06/2021,not received,,11248,5624
OD00010427,py00005364,card transaction,initial payments,06/04/2017,received,,11248,5624
OD00010428,py00005365,cheque,initial payments,06/04/2017,received,,5649,2824.5
OD00010428,py00034813,cash transaction,Pay Second,28/06/2021,not received,,5649,2824.5
OD00010429,py00005366,online,initial payments,06/04/2017,received,bank transfer,294,147
OD00010429,py00034814,cash transaction,Pay Second,28/06/2021,not received,,294,147
OD00010430,py00034816,card transaction,Pay Second,28/06/2021,not received,,495,247.5
OD00010430,py00005367,cheque,initial payments,06/04/2017,received,,495,247.5
OD00010431,py00005368,cash transaction,initial payments,06/04/2017,received,,4200,2100
OD00010431,py00034817,cheque,Pay Second,29/06/2021,received,,4200,2100
OD00010432,py00005369,cash transaction,initial payments,06/04/2017,received,,1002,501
OD00010432,py00015239,card transaction,initial payments,29/06/2021,received,,1002,501
OD00010433,py00005370,cheque,initial payments,06/04/2017,received,,4808,2404
OD00010433,py00015242,cheque,initial payments,29/06/2021,received,,4808,2404
OD00010434,py00015243,card transaction,initial payments,29/06/2021,received,,9515,4757.5
OD00010434,py00044487,online,Pay Third,06/04/2017,not received,,9515,4757.5
OD00010435,py00015244,card transaction,initial payments,29/06/2021,received,,4032,2016
OD00010435,py00044489,online,Pay Third,06/04/2017,not received,,4032,2016
OD00010436,py00015245,card transaction,initial payments,29/06/2021,received,,2430,1215
OD00010436,py00024915,online,Pay Second,06/04/2017,not received,,2430,1215
OD00010437,py00005371,cheque,initial payments,07/04/2017,received,,5624,2812
OD00010437,py00015246,cheque,initial payments,29/06/2021,received,,5624,2812
OD00010438,py00005372,cash transaction,initial payments,07/04/2017,received,,1614,807
OD00010438,py00034818,cash transaction,Pay Second,29/06/2021,not received,,1614,807
OD00010439,py00005373,cash transaction,initial payments,07/04/2017,received,,588,294
OD00010439,py00034819,cash transaction,Pay Second,29/06/2021,not received,,588,294
OD00010440,py00005374,card transaction,initial payments,07/04/2017,received,,792,396
OD00010440,py00034820,online,Pay Second,29/06/2021,not received,,792,396
OD00010441,py00034823,cheque,Pay Second,29/06/2021,not received,,4900,2450
OD00010441,py00005375,cash transaction,initial payments,07/04/2017,received,,4900,2450
OD00010442,py00005376,online,initial payments,07/04/2017,received,bank transfer,1503,751.5
OD00010442,py00034824,cheque,Pay Second,29/06/2021,not received,,1503,751.5
OD00010443,py00044496,online,Pay Third,07/04/2017,not received,,9616,4808
OD00010443,py00034825,cheque,Pay Second,30/06/2021,received,,9616,4808
OD00010444,py00044497,online,Pay Third,07/04/2017,not received,,9515,4757.5
OD00010444,py00015247,cheque,initial payments,30/06/2021,received,,9515,4757.5
OD00010445,py00015248,cash transaction,initial payments,30/06/2021,received,,3528,1764
OD00010445,py00024916,online,Pay Second,07/04/2017,not received,,3528,1764
OD00010446,py00015249,cash transaction,initial payments,30/06/2021,received,,2835,1417.5
OD00010446,py00024917,cheque,Pay Second,07/04/2017,not received,,2835,1417.5
OD00010447,py00024918,cash transaction,Pay Second,07/04/2017,not received,,14060,7030
OD00010447,py00015252,cash transaction,initial payments,30/06/2021,received,,14060,7030
OD00010448,py00054388,cash transaction,Pay Third,30/06/2021,not received,,4035,2017.5
OD00010448,py00024921,online,Pay Second,07/04/2017,not received,,4035,2017.5
OD00010449,py00034827,online,Pay Second,30/06/2021,not received,,490,245
OD00010449,py00024922,online,Pay Second,07/04/2017,not received,,490,245
OD00010450,py00034830,card transaction,Pay Second,30/06/2021,not received,,693,346.5
OD00010450,py00024923,card transaction,Pay Second,07/04/2017,not received,,693,346.5
OD00010451,py00005377,cheque,initial payments,08/04/2017,received,,1400,700
OD00010451,py00034831,card transaction,Pay Second,30/06/2021,not received,,1400,700
OD00010452,py00015251,online,initial payments,30/06/2021,not received,bank transfer,2505,1252.5
OD00010452,py00005378,card transaction,initial payments,08/04/2017,received,,2505,1252.5
OD00010453,py00005379,card transaction,initial payments,08/04/2017,received,,8414,4207
OD00010453,py00054393,cash transaction,Pay Third,01/07/2021,received,,8414,4207
OD00010454,py00034835,cheque,Pay Second,01/07/2021,received,,9515,4757.5
OD00010454,py00005380,card transaction,initial payments,08/04/2017,received,,9515,4757.5
OD00010455,py00005381,cheque,initial payments,08/04/2017,received,,2520,1260
OD00010455,py00015253,cash transaction,initial payments,01/07/2021,received,,2520,1260
OD00010456,py00005382,cash transaction,initial payments,08/04/2017,received,,2025,1012.5
OD00010456,py00015254,card transaction,initial payments,01/07/2021,received,,2025,1012.5
OD00010457,py00015255,card transaction,initial payments,01/07/2021,received,,12654,6327
OD00010457,py00005383,card transaction,initial payments,08/04/2017,received,,12654,6327
OD00010458,py00015256,cash transaction,initial payments,01/07/2021,received,,5649,2824.5
OD00010458,py00024924,cheque,Pay Second,08/04/2017,not received,,5649,2824.5
OD00010459,py00024925,online,Pay Second,08/04/2017,not received,,588,294
OD00010459,py00015258,card transaction,initial payments,01/07/2021,received,,588,294
